,data_lectura,Pressió atmosfèrica màxima,Pressió atmosfèrica mínima,Humitat relativa màxima,Velocitat del vent a 10 m (esc.),Direcció de vent 10 m (m. 1),Temperatura,Humitat relativa,Pressió atmosfèrica,Precipitació,Irradiància solar global,Temperatura màxima,Temperatura mínima,Humitat relativa mínima,Ratxa màxima del vent a 10 m,Direcció de la ratxa màxima del vent a 10 m,Precipitació màxima en 1 minut
1559,2014-04-09,1021.6270833333332,1021.38125,79.95833333333333,1.7541666666666664,205.47916666666666,15.041666666666666,77.91666666666667,1021.4979166666666,0.0,279.9166666666667,15.483333333333334,14.610416666666666,75.89583333333333,3.429166666666666,170.5625,0.0
1560,2014-04-10,1018.4458333333336,1018.1062499999999,83.9375,1.6604166666666667,164.8125,15.314583333333337,82.41666666666667,1018.2854166666666,0.0,280.75,15.681249999999999,14.972916666666663,80.83333333333333,3.1145833333333335,135.91666666666666,0.0
1561,2014-04-11,1014.7895833333337,1014.1312499999999,85.04166666666667,2.1124999999999994,150.3125,16.320833333333336,83.1875,1014.4708333333333,0.014583333333333332,230.1875,16.668750000000003,15.979166666666666,81.16666666666667,4.314583333333332,168.60416666666666,0.006250000000000001
1562,2014-04-12,1015.8270833333331,1015.5166666666663,80.875,1.6916666666666662,127.45833333333333,16.045833333333334,78.54166666666667,1015.6791666666663,0.0,264.7083333333333,16.520833333333332,15.604166666666664,76.02083333333333,3.327083333333332,129.52083333333334,0.0
1563,2014-04-13,1018.1229166666666,1017.8375,74.125,1.95625,183.95833333333334,17.452083333333338,72.10416666666667,1017.9875000000002,0.0,287.0416666666667,17.929166666666664,16.985416666666666,70.02083333333333,4.1625000000000005,168.3125,0.0
1564,2014-04-14,1017.9375000000001,1017.7083333333335,78.0625,1.6000000000000003,131.95833333333334,16.147916666666667,75.91666666666667,1017.8250000000006,0.0,288.0208333333333,16.577083333333327,15.779166666666663,73.95833333333333,3.070833333333334,119.91666666666667,0.0
1565,2014-04-15,1015.0041666666665,1014.7624999999998,81.97916666666667,1.322916666666667,123.8125,15.395833333333334,80.52083333333333,1014.8875000000002,0.0,181.66666666666666,15.741666666666665,15.102083333333335,78.91666666666667,2.4916666666666667,107.75,0.0
1566,2014-04-16,1018.6666666666669,1018.4500000000003,75.33333333333333,1.8791666666666662,127.83333333333333,15.900000000000006,73.35416666666667,1018.5562500000001,0.0,295.4583333333333,16.249999999999996,15.579166666666666,71.5625,3.4729166666666664,120.64583333333333,0.0
1567,2014-04-17,1018.360416666667,1018.1104166666668,77.8125,1.6395833333333334,142.3125,14.760416666666666,76.3125,1018.2416666666667,0.0,280.4166666666667,15.129166666666665,14.425000000000004,74.58333333333333,3.052083333333334,137.91666666666666,0.0
1568,2014-04-18,1011.2500000000001,1010.9270833333336,79.08333333333333,1.9270833333333333,154.625,16.162500000000005,76.625,1011.097916666667,0.0,296.4375,16.579166666666666,15.770833333333334,74.29166666666667,3.9250000000000003,139.64583333333334,0.0
1569,2014-04-19,1005.7395833333335,1005.3354166666671,77.29166666666667,2.575,113.91666666666667,15.425000000000002,75.02083333333333,1005.5583333333326,0.14166666666666666,275.3958333333333,15.852083333333338,15.022916666666669,72.6875,5.354166666666667,116.875,0.020833333333333332
1570,2014-04-20,1003.120833333333,1002.8250000000002,81.25,1.983333333333334,87.10416666666667,14.816666666666665,79.91666666666667,1002.9770833333332,0.05416666666666667,190.04166666666666,15.112499999999999,14.572916666666657,78.27083333333333,3.7833333333333314,107.54166666666667,0.014583333333333332
1571,2014-04-21,1003.6583333333332,1003.3833333333333,90.9375,2.2895833333333337,70.10416666666667,15.008333333333333,89.77083333333333,1003.5187499999997,0.25416666666666665,108.27083333333333,15.225,14.781250000000002,88.58333333333333,4.65625,77.60416666666667,0.054166666666666675
1572,2014-04-22,1011.5729166666666,1011.2208333333334,84.89583333333333,1.7625,119.6875,16.189583333333335,83.0,1011.3895833333332,0.19791666666666666,249.16666666666666,16.54791666666667,15.841666666666669,81.04166666666667,3.6104166666666653,148.66666666666666,0.03541666666666667
1573,2014-04-23,1018.3520833333332,1018.1291666666667,81.0625,1.8083333333333333,152.29166666666666,16.635416666666668,79.47916666666667,1018.2437499999996,0.0,312.2083333333333,17.010416666666668,16.306249999999995,77.72916666666667,3.74375,160.91666666666666,0.0
